route,broker_id,scope_state,candidate_native,available,captured_from_target_server,broker_certified,certification_state,broker_symbol,account_type,server,capture_start,capture_end,sample_n,trade_lot,spread_cost_median_usd,spread_cost_p95_usd,commission_round_turn_usd,slippage_mean_usd,slippage_p95_usd,financing_long_usd,financing_short_usd,contract_size,tick_size,tick_value,min_lot,lot_step,max_lot,margin_required_usd,leverage,stop_level,freeze_level,execution_mode,fill_rate,reject_rate,latency_median_ms,latency_p95_ms,session_rules,weekend_rules,spec_hash
SOLUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNBUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US100,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US500,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US30,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER40,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK100,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP225,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENT,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATGAS,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V75,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V50,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V100,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V25,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V10,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
